value,value1,name,piece
Poradové číslo:,266,,Zlaté náušnice s diamantmi
Nevydražené,,,Zlaté náušnice s diamantmi
Cena v predaji:,450 €,,Zlaté náušnice s diamantmi
Poradové číslo:,267,,Náramok so smaragdami a briliantmi
Vyvolávacia cena:,1 250 €,,Náramok so smaragdami a briliantmi
Konečná cena:,1 250 €,,Náramok so smaragdami a briliantmi
Poradové číslo:,268,,Prívesok - brošňa vážka
Vyvolávacia cena:,1 400 €,,Prívesok - brošňa vážka
Konečná cena:,1 400 €,,Prívesok - brošňa vážka
Poradové číslo:,269,,Prsteň
Nevydražené,,,Prsteň
Cena v predaji:,600 €,,Prsteň
Poradové číslo:,270,,Prsteň
Vyvolávacia cena:,1 200 €,,Prsteň
Konečná cena:,1 200 €,,Prsteň
Poradové číslo:,271,,Náušnice s diamantmi a zafírom
Nevydražené,,,Náušnice s diamantmi a zafírom
Cena v predaji:,4 500 €,,Náušnice s diamantmi a zafírom
Poradové číslo:,272,,Pánsky prsteň
Nevydražené,,,Pánsky prsteň
Cena v predaji:,2 500 €,,Pánsky prsteň
Poradové číslo:,273,,Prsteň
Nevydražené,,,Prsteň
Cena v predaji:,3 100 €,,Prsteň
Poradové číslo:,274,,Prsteň
Vyvolávacia cena:,2 500 €,,Prsteň
Konečná cena:,2 000 €,,Prsteň
Poradové číslo:,275,,Zlatý prívesok s briliantmi a červeným polodrahokamom
Nevydražené,,,Zlatý prívesok s briliantmi a červeným polodrahokamom
Cena v predaji:,3 500 €,,Zlatý prívesok s briliantmi a červeným polodrahokamom
Poradové číslo:,276,,Prsteň
Nevydražené,,,Prsteň
Cena v predaji:,1 900 €,,Prsteň
Poradové číslo:,277,,Náušnice
Nevydražené,,,Náušnice
Cena v predaji:,5 000 €,,Náušnice
Poradové číslo:,278,,Zlatý medailón s kameou (sv. Mária)
Vyvolávacia cena:,550 €,,Zlatý medailón s kameou (sv. Mária)
Konečná cena:,550 €,,Zlatý medailón s kameou (sv. Mária)
Poradové číslo:,279,,Kvet v kvetináči
Nevydražené,,,Kvet v kvetináči
Cena v predaji:,1 500 €,,Kvet v kvetináči
Poradové číslo:,280,,Strieborný príbor pre 12 osôb
Nevydražené,,,Strieborný príbor pre 12 osôb
Cena v predaji:,8 000 €,,Strieborný príbor pre 12 osôb
Poradové číslo:,281,,Strieborný oválny podnos
Nevydražené,,,Strieborný oválny podnos
Cena v predaji:,1 300 €,,Strieborný oválny podnos
Poradové číslo:,282,,Neorenesančný podnos
Nevydražené,,,Neorenesančný podnos
Cena v predaji:,700 €,,Neorenesančný podnos
Poradové číslo:,283,,STRIEBORNÁ Misa
Nevydražené,,,STRIEBORNÁ Misa
Cena v predaji:,300 €,,STRIEBORNÁ Misa
Poradové číslo:,284,,Strieborná Miska
Nevydražené,,,Strieborná Miska
Cena v predaji:,400 €,,Strieborná Miska
Poradové číslo:,285,,Vázička
Nevydražené,,,Vázička
Cena v predaji:,300 €,,Vázička
Poradové číslo:,286,,Keramická secesná váza
Vyvolávacia cena:,250 €,,Keramická secesná váza
Konečná cena:,400 €,,Keramická secesná váza
Poradové číslo:,287,,Pár secesných keramických váz
Vyvolávacia cena:,200 €,,Pár secesných keramických váz
Konečná cena:,200 €,,Pár secesných keramických váz
Poradové číslo:,288,,Keramická secesná váza
Vyvolávacia cena:,80 €,,Keramická secesná váza
Konečná cena:,200 €,,Keramická secesná váza
Poradové číslo:,289,,Pár váz v kovovej montáži Loetz
Nevydražené,,,Pár váz v kovovej montáži Loetz
Cena v predaji:,1 500 €,,Pár váz v kovovej montáži Loetz
Poradové číslo:,290,,Váza
Vyvolávacia cena:,600 €,,Váza
Konečná cena:,500 €,,Váza
Poradové číslo:,291,,Dózička
Nevydražené,,,Dózička
Cena v predaji:,500 €,,Dózička
Poradové číslo:,292,,Porcelánová misa s vrchnákom (Neapol)
Nevydražené,,,Porcelánová misa s vrchnákom (Neapol)
Cena v predaji:,500 €,,Porcelánová misa s vrchnákom (Neapol)
Poradové číslo:,293,,Porcelánová misa
Nevydražené,,,Porcelánová misa
Cena v predaji:,400 €,,Porcelánová misa
Poradové číslo:,294,,Okrúhla emailová dózička
Vyvolávacia cena:,550 €,,Okrúhla emailová dózička
Konečná cena:,600 €,,Okrúhla emailová dózička
Poradové číslo:,295,,MalachItová kazeta
Vyvolávacia cena:,500 €,,MalachItová kazeta
Konečná cena:,700 €,,MalachItová kazeta
Poradové číslo:,296,,Achátová nádobka s rúčkou
Nevydražené,,,Achátová nádobka s rúčkou
Cena v predaji:,1 600 €,,Achátová nádobka s rúčkou
Poradové číslo:,297,,Dóza zdobená emailom (Litva)
Vyvolávacia cena:,2 900 €,,Dóza zdobená emailom (Litva)
Konečná cena:,2 900 €,,Dóza zdobená emailom (Litva)
Poradové číslo:,298,,Pohár z kokosového orecha - judaika
Vyvolávacia cena:,1 200 €,,Pohár z kokosového orecha - judaika
Konečná cena:,1 200 €,,Pohár z kokosového orecha - judaika
Poradové číslo:,299,,Truhlica
Vyvolávacia cena:,3 000 €,,Truhlica
Konečná cena:,2 400 €,,Truhlica
Poradové číslo:,300,,Vitrína
Vyvolávacia cena:,500 €,,Vitrína
Konečná cena:,1 400 €,,Vitrína
Poradové číslo:,1,HÁLA JAN (1890 - 1959),Važtianka s košíkom zemiakov
Odhadovaná cena:,1 000 - 1 500 €,HÁLA JAN (1890 - 1959),Važtianka s košíkom zemiakov
Konečná cena:,1 000 €,HÁLA JAN (1890 - 1959),Važtianka s košíkom zemiakov
Poradové číslo:,2,SOVÁNKA KAROL (1883 - 1961),Srnka a srnec
Odhadovaná cena:,4 500 - 5 500 €,SOVÁNKA KAROL (1883 - 1961),Srnka a srnec
Konečná cena:,4 500 €,SOVÁNKA KAROL (1883 - 1961),Srnka a srnec
Poradové číslo:,3,SOVÁNKA KAROL (1883 - 1961),Tetrov v poli
Odhadovaná cena:,2 500 - 3 500 €,SOVÁNKA KAROL (1883 - 1961),Tetrov v poli
Konečná cena:,3 000 €,SOVÁNKA KAROL (1883 - 1961),Tetrov v poli
Poradové číslo:,4,BIZMAYER IGNÁC (1922),Džbán s podnosom a dvanástimi kalíškami
Odhadovaná cena:,1 500 – 2 000 €,BIZMAYER IGNÁC (1922),Džbán s podnosom a dvanástimi kalíškami
Konečná cena:,1 500 €,BIZMAYER IGNÁC (1922),Džbán s podnosom a dvanástimi kalíškami
Poradové číslo:,5,HÁLA JAN (1890 - 1959),Priadka
Odhadovaná cena:,2 700 – 3 200 €,HÁLA JAN (1890 - 1959),Priadka
Konečná cena:,2 700 €,HÁLA JAN (1890 - 1959),Priadka
Poradové číslo:,6,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Lúžnianka
Odhadovaná cena:,1 700 - 2 200 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Lúžnianka
Konečná cena:,5 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Lúžnianka
Poradové číslo:,7,HÁLA JAN (1890 - 1959),V kuchyni
Odhadovaná cena:,9 000 - 12 000 €,HÁLA JAN (1890 - 1959),V kuchyni
Konečná cena:,9 000 €,HÁLA JAN (1890 - 1959),V kuchyni
Poradové číslo:,8,SCHURMANN MAX (1890 - 1960),Jazierko na okraji lesa
Odhadovaná cena:,5 000 - 7 000 €,SCHURMANN MAX (1890 - 1960),Jazierko na okraji lesa
Konečná cena:,6 000 €,SCHURMANN MAX (1890 - 1960),Jazierko na okraji lesa
Poradové číslo:,9,PALUGYAY ZOLO (1898 - 1935),Jeseň
Nevydražené,,PALUGYAY ZOLO (1898 - 1935),Jeseň
Cena v predaji:,1 800 €,PALUGYAY ZOLO (1898 - 1935),Jeseň
Poradové číslo:,10,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Vrátna dolina
Odhadovaná cena:,1 500 - 2 500 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Vrátna dolina
Konečná cena:,2 100 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Vrátna dolina
Poradové číslo:,11,BÁRTFAY JÚLIUS (1888 - 1979),Žena v čepci
Odhadovaná cena:,2 000 - 3 000 €,BÁRTFAY JÚLIUS (1888 - 1979),Žena v čepci
Konečná cena:,2 600 €,BÁRTFAY JÚLIUS (1888 - 1979),Žena v čepci
Poradové číslo:,12,GWERK EDMUND (1895 - 1956),Pastier s ovcami
Odhadovaná cena:,4 000 – 5000 €,GWERK EDMUND (1895 - 1956),Pastier s ovcami
Konečná cena:,4 400 €,GWERK EDMUND (1895 - 1956),Pastier s ovcami
Poradové číslo:,13,HÁLA JAN (1890 - 1959),Zvážanie z poľa
Odhadovaná cena:,10 000 - 12 000 €,HÁLA JAN (1890 - 1959),Zvážanie z poľa
Konečná cena:,9 000 €,HÁLA JAN (1890 - 1959),Zvážanie z poľa
Poradové číslo:,14,GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857),Chudobný obed
Nevydražené,,GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857),Chudobný obed
Cena v predaji:,2 500 €,GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857),Chudobný obed
Poradové číslo:,15,BOKŠAY JOZEF (1891 - 1975),Park v Užhodorode I.
Odhadovaná cena:,9 000 - 11 000 €,BOKŠAY JOZEF (1891 - 1975),Park v Užhodorode I.
Konečná cena:,10 300 €,BOKŠAY JOZEF (1891 - 1975),Park v Užhodorode I.
Poradové číslo:,16,BOKŠAY JOZEF (1891 - 1975),Park v Užhorode II.
Odhadovaná cena:,8 000 - 10 000 €,BOKŠAY JOZEF (1891 - 1975),Park v Užhorode II.
Konečná cena:,7 000 €,BOKŠAY JOZEF (1891 - 1975),Park v Užhorode II.
Poradové číslo:,18,NEZNÁMY SPIŠSKÝ SOCHÁR,Svätá Barbora
Odhadovaná cena:,22 000 - 25 000 €,NEZNÁMY SPIŠSKÝ SOCHÁR,Svätá Barbora
Konečná cena:,22 000 €,NEZNÁMY SPIŠSKÝ SOCHÁR,Svätá Barbora
Poradové číslo:,19,ZEMPLÉNYI VIKTOR (1894 - ?),V kostole
Nevydražené,,ZEMPLÉNYI VIKTOR (1894 - ?),V kostole
Cena v predaji:,2 500 €,ZEMPLÉNYI VIKTOR (1894 - ?),V kostole
Poradové číslo:,20,NEZNÁMY STREDOEURÓPSKY MALIAR,Bitka pri Viedni
Odhadovaná cena:,15 000 – 18 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Bitka pri Viedni
Konečná cena:,15 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Bitka pri Viedni
Poradové číslo:,21,SCHEFFER ARY (1795 - 1858),Na úteku (Boje o Alsasko-Lotrinsko)
Nevydražené,,SCHEFFER ARY (1795 - 1858),Na úteku (Boje o Alsasko-Lotrinsko)
Cena v predaji:,10 000 €,SCHEFFER ARY (1795 - 1858),Na úteku (Boje o Alsasko-Lotrinsko)
Poradové číslo:,22,JAMES WEBB - PRIPISOVANÉ (1825 - 1895),Stroskotanie plachetnice
Nevydražené,,JAMES WEBB - PRIPISOVANÉ (1825 - 1895),Stroskotanie plachetnice
Cena v predaji:,6 000 €,JAMES WEBB - PRIPISOVANÉ (1825 - 1895),Stroskotanie plachetnice
Poradové číslo:,23,SUSTERMANS JUSTUS - PRIPISOVANÉ (1597 - 1681),"Ferdinand II. Medici, Veľkovojvoda z Toskánska"
Odhadovaná cena:,5 000 - 7000 €,SUSTERMANS JUSTUS - PRIPISOVANÉ (1597 - 1681),"Ferdinand II. Medici, Veľkovojvoda z Toskánska"
Konečná cena:,5 000 €,SUSTERMANS JUSTUS - PRIPISOVANÉ (1597 - 1681),"Ferdinand II. Medici, Veľkovojvoda z Toskánska"
Poradové číslo:,24,CANZI AUGUST  (1808 - 1866),Malý rybár
Nevydražené,,CANZI AUGUST  (1808 - 1866),Malý rybár
Cena v predaji:,15 000 €,CANZI AUGUST  (1808 - 1866),Malý rybár
Poradové číslo:,26,SKUTETZKY (SKUTECKÝ) DOMINIK (1849 - 1921),Portrét ženy
Nevydražené,,SKUTETZKY (SKUTECKÝ) DOMINIK (1849 - 1921),Portrét ženy
Cena v predaji:,21 500 €,SKUTETZKY (SKUTECKÝ) DOMINIK (1849 - 1921),Portrét ženy
Poradové číslo:,27,BENKA MARTIN (1888 - 1971),Krajina od Miľoňovíc
Odhadovaná cena:,5 000 - 6 000 €,BENKA MARTIN (1888 - 1971),Krajina od Miľoňovíc
Konečná cena:,10 300 €,BENKA MARTIN (1888 - 1971),Krajina od Miľoňovíc
Poradové číslo:,28,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Kostol v Šamoríne
Nevydražené,,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Kostol v Šamoríne
Cena v predaji:,2 100 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Kostol v Šamoríne
Poradové číslo:,29,ERDÉLYI VOJTECH (BÉLA) (1891 - 1955),Horská krajina
Odhadovaná cena:,19 000 – 21 000 €,ERDÉLYI VOJTECH (BÉLA) (1891 - 1955),Horská krajina
Konečná cena:,18 500 €,ERDÉLYI VOJTECH (BÉLA) (1891 - 1955),Horská krajina
Poradové číslo:,30,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),V poli
Odhadovaná cena:,32 000 - 35 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),V poli
Konečná cena:,34 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),V poli
Poradové číslo:,31,WEINER-KRÁĽ IMRO (1901 - 1978),Hostina
Nevydražené,,WEINER-KRÁĽ IMRO (1901 - 1978),Hostina
Cena v predaji:,19 000 €,WEINER-KRÁĽ IMRO (1901 - 1978),Hostina
Poradové číslo:,32,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Adam a Eva
Nevydražené,,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Adam a Eva
Cena v predaji:,2 200 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Adam a Eva
Poradové číslo:,33,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Pri dverách
Odhadovaná cena:,30 000 - 33 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Pri dverách
Konečná cena:,33 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Pri dverách
Poradové číslo:,35,ZÁBORSKÝ LADISLAV (1921 - 2016),Vyhnanie z raja
Odhadovaná cena:,2 000 - 3 000 €,ZÁBORSKÝ LADISLAV (1921 - 2016),Vyhnanie z raja
Konečná cena:,2 200 €,ZÁBORSKÝ LADISLAV (1921 - 2016),Vyhnanie z raja
Poradové číslo:,36,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Brezová pod Bradlom
Nevydražené,,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Brezová pod Bradlom
Cena v predaji:,60 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Brezová pod Bradlom
Poradové číslo:,37,HLOŽNÍK VINCENT (1919 - 1997),Na periférii
Odhadovaná cena:,2 500 - 3 000 €,HLOŽNÍK VINCENT (1919 - 1997),Na periférii
Konečná cena:,4 700 €,HLOŽNÍK VINCENT (1919 - 1997),Na periférii
Poradové číslo:,38,NEMES ENDRE (1909 - 1985),Traja klauni s loptou
Nevydražené,,NEMES ENDRE (1909 - 1985),Traja klauni s loptou
Cena v predaji:,20 000 €,NEMES ENDRE (1909 - 1985),Traja klauni s loptou
Poradové číslo:,39,ECKERDT ALEXANDER (1932 - 1992),Jednonohý bežec
Odhadovaná cena:,10 000 - 12 000 €,ECKERDT ALEXANDER (1932 - 1992),Jednonohý bežec
Konečná cena:,6 000 €,ECKERDT ALEXANDER (1932 - 1992),Jednonohý bežec
Poradové číslo:,40,NEVAN EUGEN (1914 - 1967),Čítajúca
Nevydražené,,NEVAN EUGEN (1914 - 1967),Čítajúca
Cena v predaji:,9 000 €,NEVAN EUGEN (1914 - 1967),Čítajúca
Poradové číslo:,41,ŽELIBSKÝ JÁN (1907 - 1997),Ktorá?
Odhadovaná cena:,1 200 - 2 000 €,ŽELIBSKÝ JÁN (1907 - 1997),Ktorá?
Konečná cena:,1 200 €,ŽELIBSKÝ JÁN (1907 - 1997),Ktorá?
Poradové číslo:,42,VAN SON JORIS - OKRUH (1623 - 1667),Bohaté zátišie
Nevydražené,,VAN SON JORIS - OKRUH (1623 - 1667),Bohaté zátišie
Cena v predaji:,9 000 €,VAN SON JORIS - OKRUH (1623 - 1667),Bohaté zátišie
Poradové číslo:,43,DE HEEM JAN DAVIDSZ (1606 - 1683/84),Kvety
Odhadovaná cena:,7 000 - 9 000 €,DE HEEM JAN DAVIDSZ (1606 - 1683/84),Kvety
Konečná cena:,7 000 €,DE HEEM JAN DAVIDSZ (1606 - 1683/84),Kvety
Poradové číslo:,44,JÁN  MUDROCH (1909 - 1968),Kytica
Nevydražené,,JÁN  MUDROCH (1909 - 1968),Kytica
Cena v predaji:,16 000 €,JÁN  MUDROCH (1909 - 1968),Kytica
Poradové číslo:,45,MATEJKA PETER (1913 - 1972),Kytica
Nevydražené,,MATEJKA PETER (1913 - 1972),Kytica
Cena v predaji:,10 000 €,MATEJKA PETER (1913 - 1972),Kytica
Poradové číslo:,46,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Zátišie s hroznom
Nevydražené,,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Zátišie s hroznom
Cena v predaji:,28 000 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Zátišie s hroznom
Poradové číslo:,47,NEVAN EUGEN (1914 - 1967),Zátišie
Nevydražené,,NEVAN EUGEN (1914 - 1967),Zátišie
Cena v predaji:,7 500 €,NEVAN EUGEN (1914 - 1967),Zátišie
Poradové číslo:,48,PAŠTÉKA MILAN (1931 - 1998),Zátišie s bustou
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Zátišie s bustou
Cena v predaji:,23 000 €,PAŠTÉKA MILAN (1931 - 1998),Zátišie s bustou
Poradové číslo:,49,PAŠTÉKA MILAN (1931 - 1998),Zátišie s dvomi figúrami
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Zátišie s dvomi figúrami
Cena v predaji:,27 000 €,PAŠTÉKA MILAN (1931 - 1998),Zátišie s dvomi figúrami
Poradové číslo:,50,BARČÍK ANDREJ (1928 - 2004),Ružové zátišie
Nevydražené,,BARČÍK ANDREJ (1928 - 2004),Ružové zátišie
Cena v predaji:,16 000 €,BARČÍK ANDREJ (1928 - 2004),Ružové zátišie
Poradové číslo:,52,MUDROCH JÁN (1909 - 1968),Priateľky
Nevydražené,,MUDROCH JÁN (1909 - 1968),Priateľky
Cena v predaji:,13 000 €,MUDROCH JÁN (1909 - 1968),Priateľky
Poradové číslo:,53,JAKOBY JÚLIUS (1903 - 1985),Kúpajúci sa pri Hornáde
Nevydražené,,JAKOBY JÚLIUS (1903 - 1985),Kúpajúci sa pri Hornáde
Cena v predaji:,74 000 €,JAKOBY JÚLIUS (1903 - 1985),Kúpajúci sa pri Hornáde
Poradové číslo:,54,NEVAN EUGEN (1914 - 1967),Sestry
Nevydražené,,NEVAN EUGEN (1914 - 1967),Sestry
Cena v predaji:,12 000 €,NEVAN EUGEN (1914 - 1967),Sestry
Poradové číslo:,55,NOWAK WILLY (1886 - 1977),Ženy s džbánom
Nevydražené,,NOWAK WILLY (1886 - 1977),Ženy s džbánom
Cena v predaji:,1 200 €,NOWAK WILLY (1886 - 1977),Ženy s džbánom
Poradové číslo:,56,JAKOBY JÚLIUS (1903 - 1985),Autoportrét s modelkou
Odhadovaná cena:,38 000 - 40 000 €,JAKOBY JÚLIUS (1903 - 1985),Autoportrét s modelkou
Konečná cena:,37 000 €,JAKOBY JÚLIUS (1903 - 1985),Autoportrét s modelkou
Poradové číslo:,57,HLOŽNÍK FERDINAND (1921 - 2006),Smutný interiér
Odhadovaná cena:,2 500 - 3 500 €,HLOŽNÍK FERDINAND (1921 - 2006),Smutný interiér
Konečná cena:,2 900 €,HLOŽNÍK FERDINAND (1921 - 2006),Smutný interiér
Poradové číslo:,58,KRIVOŠ RUDOLF (1933),Fašiangová figúra (Slameník)
Odhadovaná cena:,4 000 - 5 000 €,KRIVOŠ RUDOLF (1933),Fašiangová figúra (Slameník)
Konečná cena:,4 000 €,KRIVOŠ RUDOLF (1933),Fašiangová figúra (Slameník)
Poradové číslo:,59,KRIVOŠ RUDOLF (1933),Znamenie býka
Odhadovaná cena:,6 000 - 8 000 €,KRIVOŠ RUDOLF (1933),Znamenie býka
Konečná cena:,5 800 €,KRIVOŠ RUDOLF (1933),Znamenie býka
Poradové číslo:,60,RUDAVSKÝ ANDREJ (1933 - 2016),Hlava
Nevydražené,,RUDAVSKÝ ANDREJ (1933 - 2016),Hlava
Cena v predaji:,1 800 €,RUDAVSKÝ ANDREJ (1933 - 2016),Hlava
Poradové číslo:,61,KRIVOŠ RUDOLF (1933),Betlehem
Odhadovaná cena:,15 000 – 20 000 €,KRIVOŠ RUDOLF (1933),Betlehem
Konečná cena:,15 000 €,KRIVOŠ RUDOLF (1933),Betlehem
Poradové číslo:,62,POPOVIČ VLADIMÍR (1939),Sliepočka
Odhadovaná cena:,5 000 - 7000 €,POPOVIČ VLADIMÍR (1939),Sliepočka
Konečná cena:,5 000 €,POPOVIČ VLADIMÍR (1939),Sliepočka
Poradové číslo:,62a,POPOVIČ VLADIMÍR (1939),Plavci
Nevydražené,,POPOVIČ VLADIMÍR (1939),Plavci
Cena v predaji:,2 800 €,POPOVIČ VLADIMÍR (1939),Plavci
Poradové číslo:,63,LALUHA MILAN (1930 - 2013),Veľký akt
Nevydražené,,LALUHA MILAN (1930 - 2013),Veľký akt
Cena v predaji:,2 400 €,LALUHA MILAN (1930 - 2013),Veľký akt
Poradové číslo:,64,LALUHA MILAN (1930 - 2013),Vtáka poznáš ...
Odhadovaná cena:,500 - 1 000 €,LALUHA MILAN (1930 - 2013),Vtáka poznáš ...
Konečná cena:,500 €,LALUHA MILAN (1930 - 2013),Vtáka poznáš ...
Poradové číslo:,65,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Nevydražené,,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Cena v predaji:,17 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Poľný znak
Poradové číslo:,66,KRIVOŠ RUDOLF (1933),Biele lazy
Nevydražené,,KRIVOŠ RUDOLF (1933),Biele lazy
Cena v predaji:,7 500 €,KRIVOŠ RUDOLF (1933),Biele lazy
Poradové číslo:,67,KRIVOŠ RUDOLF (1933),Krivošova truhlica (objekt)
Odhadovaná cena:,9 000 – 12 000 €,KRIVOŠ RUDOLF (1933),Krivošova truhlica (objekt)
Konečná cena:,8 000 €,KRIVOŠ RUDOLF (1933),Krivošova truhlica (objekt)
Poradové číslo:,68,RÉTH ALFRED (1884 - 1966),Nefiguratívna kompozícia
Nevydražené,,RÉTH ALFRED (1884 - 1966),Nefiguratívna kompozícia
Cena v predaji:,3 000 €,RÉTH ALFRED (1884 - 1966),Nefiguratívna kompozícia
Poradové číslo:,69,WARHOL ANDY (1928 - 1987),Dvojportrét Mildred Scheel
Odhadovaná cena:,28 000 – 30 000 €,WARHOL ANDY (1928 - 1987),Dvojportrét Mildred Scheel
Konečná cena:,28 000 €,WARHOL ANDY (1928 - 1987),Dvojportrét Mildred Scheel
Poradové číslo:,70,DALÍ SALVADOR (1904 - 1989),Kristus - EL Cristo Hipercubico (Christ portant sa croix)
Nevydražené,,DALÍ SALVADOR (1904 - 1989),Kristus - EL Cristo Hipercubico (Christ portant sa croix)
Cena v predaji:,17 900 €,DALÍ SALVADOR (1904 - 1989),Kristus - EL Cristo Hipercubico (Christ portant sa croix)
Poradové číslo:,71,KRAICOVÁ VIERA (1920 - 2012),Spojenými silami
Odhadovaná cena:,2 000 - 2 500 €,KRAICOVÁ VIERA (1920 - 2012),Spojenými silami
Konečná cena:,3 500 €,KRAICOVÁ VIERA (1920 - 2012),Spojenými silami
Poradové číslo:,72,KRAICOVÁ VIERA (1920 - 2012),Tvár v záhrade
Nevydražené,,KRAICOVÁ VIERA (1920 - 2012),Tvár v záhrade
Cena v predaji:,1 600 €,KRAICOVÁ VIERA (1920 - 2012),Tvár v záhrade
Poradové číslo:,73,BARTOŠ PETER (1938),Už nad zahlmenou pravdou o Slovensku
Odhadovaná cena:,9 000 – 10 000 €,BARTOŠ PETER (1938),Už nad zahlmenou pravdou o Slovensku
Konečná cena:,4 000 €,BARTOŠ PETER (1938),Už nad zahlmenou pravdou o Slovensku
Poradové číslo:,74,RAMPÁKOVÁ ĽUDMILA (1945),Dráma bratislavského prostredia
Odhadovaná cena:,1 200 - 1 400 €,RAMPÁKOVÁ ĽUDMILA (1945),Dráma bratislavského prostredia
Konečná cena:,1 200 €,RAMPÁKOVÁ ĽUDMILA (1945),Dráma bratislavského prostredia
Poradové číslo:,75,FILKO STANO (1937 - 2015) - ZAVARSKÝ JÁN (1948) (1948),"Z projektu ""Biely priestor v bielom priestore"""
Odhadovaná cena:,2 000 - 3 000 €,FILKO STANO (1937 - 2015) - ZAVARSKÝ JÁN (1948) (1948),"Z projektu ""Biely priestor v bielom priestore"""
Konečná cena:,3 800 €,FILKO STANO (1937 - 2015) - ZAVARSKÝ JÁN (1948) (1948),"Z projektu ""Biely priestor v bielom priestore"""
Poradové číslo:,76,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Odhadovaná cena:,8 000 - 10 000 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Konečná cena:,8 000 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Energia
Poradové číslo:,77,ČUNDERLÍK MARIÁN (1926 - 1983),Kompozícia
Nevydražené,,ČUNDERLÍK MARIÁN (1926 - 1983),Kompozícia
Cena v predaji:,5 000 €,ČUNDERLÍK MARIÁN (1926 - 1983),Kompozícia
Poradové číslo:,78,FILKO STANO (1937 - 2015),"5. dimenzia - čakra bielej metafyziky, ontologická transcendencia"
Odhadovaná cena:,10 000 – 12 000 €,FILKO STANO (1937 - 2015),"5. dimenzia - čakra bielej metafyziky, ontologická transcendencia"
Konečná cena:,10 000 €,FILKO STANO (1937 - 2015),"5. dimenzia - čakra bielej metafyziky, ontologická transcendencia"
Poradové číslo:,79,DOBEŠ MILAN (1929),Optický objekt
Nevydražené,,DOBEŠ MILAN (1929),Optický objekt
Cena v predaji:,12 000 €,DOBEŠ MILAN (1929),Optický objekt
Poradové číslo:,80,PAŠTÉKA MILAN (1931 - 1998),Hlava
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Hlava
Cena v predaji:,28 000 €,PAŠTÉKA MILAN (1931 - 1998),Hlava
Poradové číslo:,81,KRAICOVÁ VIERA (1920 - 2012),Semafor
Nevydražené,,KRAICOVÁ VIERA (1920 - 2012),Semafor
Cena v predaji:,5 000 €,KRAICOVÁ VIERA (1920 - 2012),Semafor
Poradové číslo:,82,UHER RUDOLF (1913 - 1987),More III.
Nevydražené,,UHER RUDOLF (1913 - 1987),More III.
Cena v predaji:,65 000 €,UHER RUDOLF (1913 - 1987),More III.
Poradové číslo:,83,KOLLER JÚLIUS (1939 - 2007),Snová kultúrna situácia (U.F.O.)
Nevydražené,,KOLLER JÚLIUS (1939 - 2007),Snová kultúrna situácia (U.F.O.)
Cena v predaji:,15 000 €,KOLLER JÚLIUS (1939 - 2007),Snová kultúrna situácia (U.F.O.)
Poradové číslo:,84,HAVRILLA VLADIMÍR (1943),Bratislavská metafyzika
